artifact,model_key,choice_id,option_id,rpo,section_id,field,before_value,after_value,asset_map_value,classification
data-js-stingray,stingray,1lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_alt,,Orange Seat Belt Color,Orange Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_alt,,Santorini Blue Seat Belt Color,Santorini Blue Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_alt,,Torch Red Seat Belt Color,Torch Red Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_alt,,Yellow Seat Belt Color,Yellow Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3m9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3m9.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_alt,,Natural Seat Belt Color,Natural Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3n9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3n9.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_alt,,Black Seat Belt Color,Black Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_719.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_719.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c07__opt_qe6_001,opt_qe6_001,QE6,sec_whee_002,image_url,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/c-qe6_v1.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/qe6.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/qe6.png,intentional_asset_map_replacement
data-js-stingray,stingray,1lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_alt,,Orange Seat Belt Color,Orange Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_alt,,Santorini Blue Seat Belt Color,Santorini Blue Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_alt,,Torch Red Seat Belt Color,Torch Red Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_alt,,Yellow Seat Belt Color,Yellow Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3m9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3m9.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_alt,,Natural Seat Belt Color,Natural Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3n9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3n9.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_719_001,opt_719_001,719,sec_seat_001,image_alt,,Black Seat Belt Color,Black Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_719_001,opt_719_001,719,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_719_001,opt_719_001,719,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_719_001,opt_719_001,719,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_719.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_719.png,intentional_asset_map_addition
data-js-stingray,stingray,1lt_c67__opt_qe6_001,opt_qe6_001,QE6,sec_whee_002,image_url,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/c-qe6_v1.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/qe6.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/qe6.png,intentional_asset_map_replacement
data-js-stingray,stingray,2lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_alt,,Orange Seat Belt Color,Orange Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_alt,,Santorini Blue Seat Belt Color,Santorini Blue Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_alt,,Torch Red Seat Belt Color,Torch Red Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_alt,,Yellow Seat Belt Color,Yellow Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3m9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3m9.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_alt,,Natural Seat Belt Color,Natural Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3n9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3n9.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_alt,,Black Seat Belt Color,Black Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_719.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_719.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c07__opt_qe6_001,opt_qe6_001,QE6,sec_whee_002,image_url,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/c-qe6_v1.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/qe6.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/qe6.png,intentional_asset_map_replacement
data-js-stingray,stingray,2lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_alt,,Orange Seat Belt Color,Orange Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_alt,,Santorini Blue Seat Belt Color,Santorini Blue Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_alt,,Torch Red Seat Belt Color,Torch Red Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_alt,,Yellow Seat Belt Color,Yellow Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3m9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3m9.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_alt,,Natural Seat Belt Color,Natural Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3n9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3n9.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_719_001,opt_719_001,719,sec_seat_001,image_alt,,Black Seat Belt Color,Black Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_719_001,opt_719_001,719,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_719_001,opt_719_001,719,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_719_001,opt_719_001,719,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_719.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_719.png,intentional_asset_map_addition
data-js-stingray,stingray,2lt_c67__opt_qe6_001,opt_qe6_001,QE6,sec_whee_002,image_url,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/c-qe6_v1.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/qe6.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/qe6.png,intentional_asset_map_replacement
data-js-stingray,stingray,3lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_alt,,Orange Seat Belt Color,Orange Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_379_001,opt_379_001,379,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_alt,,Santorini Blue Seat Belt Color,Santorini Blue Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_alt,,Torch Red Seat Belt Color,Torch Red Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_alt,,Yellow Seat Belt Color,Yellow Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3m9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3m9.png,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_alt,,Natural Seat Belt Color,Natural Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_3n9_001,opt_3n9_001,3N9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3n9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3n9.png,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_alt,,Black Seat Belt Color,Black Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_719_001,opt_719_001,719,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_719.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_719.png,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c07__opt_qe6_001,opt_qe6_001,QE6,sec_whee_002,image_url,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/c-qe6_v1.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/qe6.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/qe6.png,intentional_asset_map_replacement
data-js-stingray,stingray,3lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_alt,,Orange Seat Belt Color,Orange Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_379_001,opt_379_001,379,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_379.png,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_alt,,Santorini Blue Seat Belt Color,Santorini Blue Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3a9_001,opt_3a9_001,3A9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3a9.png,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_alt,,Torch Red Seat Belt Color,Torch Red Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3f9_001,opt_3f9_001,3F9,sec_seat_001,image_url,,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,https://stingraychevroletcorvette.com/wp-content/uploads/pictures/27vette/imgi_47_3f9.png,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_alt,,Yellow Seat Belt Color,Yellow Seat Belt Color,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_fit,,cover,cover,intentional_asset_map_addition
data-js-stingray,stingray,3lt_c67__opt_3m9_001,opt_3m9_001,3M9,sec_seat_001,image_position,,center,center,intentional_asset_map_addition
