relationship_key,legacy_id,source_id,source_label,target_id,target_label,source_section,target_section,source_rpo,target_rpo,inverse_pair_key,has_inverse_pair,same_section,section_pattern,bucket,confidence,evidence_detail,proposed_schema_action,notes
legacy_rel_0166,rule_opt_r88_001_excludes_opt_eyk_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_eyk_001,Chrome Exterior Badge Package,LPO Exterior,Badges,R88,EYK,opt_eyk_001<->opt_r88_001,false,false,LPO Exterior -> Badges,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Badges; selection modes multi_select_opt -> single_select_req.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0167,rule_opt_r88_001_excludes_opt_sfz_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",LPO Exterior,LPO Exterior,R88,SFZ,opt_r88_001<->opt_sfz_001,false,true,LPO Exterior -> LPO Exterior,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> LPO Exterior; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0169,rule_opt_rik_001_excludes_opt_rin_001,opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",LPO Exterior,LPO Exterior,RIK,RIN,opt_rik_001<->opt_rin_001,true,true,LPO Exterior -> LPO Exterior,duplicate_inverse_pair,high,Inverse legacy row exists for opt_rin_001 -> opt_rik_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0170,rule_opt_rik_001_excludes_opt_sl8_001,opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",opt_sl8_001,"LPO, Rear Corvette script badge in Edge Red",LPO Exterior,LPO Exterior,RIK,SL8,opt_rik_001<->opt_sl8_001,true,true,LPO Exterior -> LPO Exterior,duplicate_inverse_pair,high,Inverse legacy row exists for opt_sl8_001 -> opt_rik_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0171,rule_opt_rin_001_excludes_opt_rik_001,opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",LPO Exterior,LPO Exterior,RIN,RIK,opt_rik_001<->opt_rin_001,true,true,LPO Exterior -> LPO Exterior,duplicate_inverse_pair,high,Inverse legacy row exists for opt_rik_001 -> opt_rin_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0172,rule_opt_rin_001_excludes_opt_sl8_001,opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",opt_sl8_001,"LPO, Rear Corvette script badge in Edge Red",LPO Exterior,LPO Exterior,RIN,SL8,opt_rin_001<->opt_sl8_001,true,true,LPO Exterior -> LPO Exterior,duplicate_inverse_pair,high,Inverse legacy row exists for opt_sl8_001 -> opt_rin_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0173,rule_opt_rnx_001_excludes_opt_5zu_001,opt_rnx_001,"LPO, Premium outdoor car cover",opt_5zu_001,"LPO, High wing spoiler, Body color",LPO Exterior,Spoiler,RNX,5ZU,opt_5zu_001<->opt_rnx_001,false,false,LPO Exterior -> Spoiler,availability_or_variant_behavior,medium,Availability-style signal from sections/status/detail: LPO Exterior -> Spoiler; status available -> available.,model_as_availability_rule,Likely availability or variant constraint; direct migration design not decided here.
legacy_rel_0174,rule_opt_rnx_001_excludes_opt_5zw_001,opt_rnx_001,"LPO, Premium outdoor car cover",opt_5zw_001,,LPO Exterior,,RNX,opt_5zw_001,opt_5zw_001<->opt_rnx_001,false,false,LPO Exterior -> (unknown),unclear_needs_research,low,Missing production choice metadata for opt_5zw_001.,manual_research,Rule-only or structured option references need more context before assigning a concrete rule model.
legacy_rel_0175,rule_opt_rnx_001_excludes_opt_5zz_001,opt_rnx_001,"LPO, Premium outdoor car cover",opt_5zz_001,"LPO, High wing spoiler",LPO Exterior,Spoiler,RNX,5ZZ,opt_5zz_001<->opt_rnx_001,false,false,LPO Exterior -> Spoiler,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Spoiler; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0176,rule_opt_rnx_001_excludes_opt_z51_001,opt_rnx_001,"LPO, Premium outdoor car cover",opt_z51_001,Z51 Performance Package,LPO Exterior,Performance,RNX,Z51,opt_rnx_001<->opt_z51_001,false,false,LPO Exterior -> Performance,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Performance; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0177,rule_opt_rwj_001_excludes_opt_z51_001,opt_rwj_001,"LPO, Premium outdoor car cover",opt_z51_001,Z51 Performance Package,LPO Exterior,Performance,RWJ,Z51,opt_rwj_001<->opt_z51_001,false,false,LPO Exterior -> Performance,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Performance; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0178,rule_opt_ryq_001_excludes_opt_efy_001,opt_ryq_001,,opt_efy_001,Body-color accents,,Exterior Accents,opt_ryq_001,EFY,opt_efy_001<->opt_ryq_001,false,false,(unknown) -> Exterior Accents,availability_or_variant_behavior,medium,Availability-style signal from sections/status/detail: unknown -> Exterior Accents; status unknown -> available.,model_as_availability_rule,Likely availability or variant constraint; direct migration design not decided here.
legacy_rel_0179,rule_opt_rz9_001_excludes_opt_efy_001,opt_rz9_001,"LPO, Visible Carbon Fiber grille insert",opt_efy_001,Body-color accents,LPO Exterior,Exterior Accents,RZ9,EFY,opt_efy_001<->opt_rz9_001,false,false,LPO Exterior -> Exterior Accents,availability_or_variant_behavior,medium,Availability-style signal from sections/status/detail: LPO Exterior -> Exterior Accents; status available -> available.,model_as_availability_rule,Likely availability or variant constraint; direct migration design not decided here.
legacy_rel_0180,rule_opt_s47_001_excludes_opt_spy_001,opt_s47_001,"LPO, Chrome lug nuts",opt_spy_001,"LPO, Black lug nuts",Wheel Accessory,Wheel Accessory,S47,SPY,opt_s47_001<->opt_spy_001,true,true,Wheel Accessory -> Wheel Accessory,duplicate_inverse_pair,high,Inverse legacy row exists for opt_spy_001 -> opt_s47_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0181,rule_opt_sbt_001_excludes_opt_cc3_001,opt_sbt_001,"LPO, Dual roof",opt_cc3_001,Roof panel,LPO Exterior,Roof,SBT,CC3,opt_cc3_001<->opt_sbt_001,false,false,LPO Exterior -> Roof,availability_or_variant_behavior,medium,Availability-style signal from sections/status/detail: LPO Exterior -> Roof; status available -> available.,model_as_availability_rule,Likely availability or variant constraint; direct migration design not decided here.
legacy_rel_0183,rule_opt_sfe_001_excludes_opt_spy_001,opt_sfe_001,"LPO, Chrome wheel locks",opt_spy_001,"LPO, Black lug nuts",Wheel Accessory,Wheel Accessory,SFE,SPY,opt_sfe_001<->opt_spy_001,false,true,Wheel Accessory -> Wheel Accessory,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections Wheel Accessory -> Wheel Accessory; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0184,rule_opt_sfz_001_excludes_opt_dpb_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dpb_001,Carbon Flash with Blue accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DPB,opt_dpb_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0185,rule_opt_sfz_001_excludes_opt_dpc_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dpc_001,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DPC,opt_dpc_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0186,rule_opt_sfz_001_excludes_opt_dpg_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dpg_001,Carbon Flash with Orange accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DPG,opt_dpg_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0187,rule_opt_sfz_001_excludes_opt_dpl_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DPL,opt_dpl_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0188,rule_opt_sfz_001_excludes_opt_dpt_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dpt_001,Carbon Flash with Silver accent Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DPT,opt_dpt_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0189,rule_opt_sfz_001_excludes_opt_dsy_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dsy_001,Edge Orange Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DSY,opt_dsy_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0190,rule_opt_sfz_001_excludes_opt_dsz_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dsz_001,Edge Red Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DSZ,opt_dsz_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0191,rule_opt_sfz_001_excludes_opt_dt0_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DT0,opt_dt0_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0192,rule_opt_sfz_001_excludes_opt_dth_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dth_001,Carbon Flash Metallic Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DTH,opt_dth_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0193,rule_opt_sfz_001_excludes_opt_dub_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_dub_001,Sterling Silver Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DUB,opt_dub_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0194,rule_opt_sfz_001_excludes_opt_due_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DUE,opt_due_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0195,rule_opt_sfz_001_excludes_opt_duk_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DUK,opt_duk_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0196,rule_opt_sfz_001_excludes_opt_duw_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_duw_001,Edge Blue Full Length Dual Racing Stripes,LPO Exterior,Stripes,SFZ,DUW,opt_duw_001<->opt_sfz_001,false,false,LPO Exterior -> Stripes,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Stripes; selection modes multi_select_opt -> single_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0197,rule_opt_sfz_001_excludes_opt_eyk_001,opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",opt_eyk_001,Chrome Exterior Badge Package,LPO Exterior,Badges,SFZ,EYK,opt_eyk_001<->opt_sfz_001,false,false,LPO Exterior -> Badges,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Badges; selection modes multi_select_opt -> single_select_req.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0198,rule_opt_sht_001_excludes_opt_pdv_001,opt_sht_001,"LPO, Jake hood graphic with Tech Bronze accent",opt_pdv_001,"LPO, Stingray R Appearance Package",Stripes,LPO Exterior,SHT,PDV,opt_pdv_001<->opt_sht_001,false,false,Stripes -> LPO Exterior,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections Stripes -> LPO Exterior; selection modes single_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
legacy_rel_0199,rule_opt_sl8_001_excludes_opt_rik_001,opt_sl8_001,"LPO, Rear Corvette script badge in Edge Red",opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",LPO Exterior,LPO Exterior,SL8,RIK,opt_rik_001<->opt_sl8_001,true,true,LPO Exterior -> LPO Exterior,duplicate_inverse_pair,high,Inverse legacy row exists for opt_rik_001 -> opt_sl8_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0200,rule_opt_sl8_001_excludes_opt_rin_001,opt_sl8_001,"LPO, Rear Corvette script badge in Edge Red",opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",LPO Exterior,LPO Exterior,SL8,RIN,opt_rin_001<->opt_sl8_001,true,true,LPO Exterior -> LPO Exterior,duplicate_inverse_pair,high,Inverse legacy row exists for opt_rin_001 -> opt_sl8_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0201,rule_opt_spy_001_excludes_opt_s47_001,opt_spy_001,"LPO, Black lug nuts",opt_s47_001,"LPO, Chrome lug nuts",Wheel Accessory,Wheel Accessory,SPY,S47,opt_s47_001<->opt_spy_001,true,true,Wheel Accessory -> Wheel Accessory,duplicate_inverse_pair,high,Inverse legacy row exists for opt_s47_001 -> opt_spy_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0203,rule_opt_sti_001_excludes_opt_5v7_001,opt_sti_001,"LPO, Composite rocker extensions",opt_5v7_001,"LPO, Black Ground Effects",LPO Exterior,LPO Exterior,STI,5V7,opt_5v7_001<->opt_sti_001,true,true,LPO Exterior -> LPO Exterior,duplicate_inverse_pair,high,Inverse legacy row exists for opt_5v7_001 -> opt_sti_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0204,rule_opt_sti_001_excludes_opt_5vm_001,opt_sti_001,"LPO, Composite rocker extensions",opt_5vm_001,,LPO Exterior,,STI,opt_5vm_001,opt_5vm_001<->opt_sti_001,true,false,LPO Exterior -> (unknown),duplicate_inverse_pair,high,Inverse legacy row exists for opt_5vm_001 -> opt_sti_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0205,rule_opt_sti_001_excludes_opt_5w8_001,opt_sti_001,"LPO, Composite rocker extensions",opt_5w8_001,,LPO Exterior,,STI,opt_5w8_001,opt_5w8_001<->opt_sti_001,true,false,LPO Exterior -> (unknown),duplicate_inverse_pair,high,Inverse legacy row exists for opt_5w8_001 -> opt_sti_001.,collapse_duplicate_inverse,Preserved as a raw row; candidate action is to collapse symmetric duplicates during modeling.
legacy_rel_0206,rule_opt_wkq_001_excludes_opt_5zu_001,opt_wkq_001,"LPO, Premium indoor car cover",opt_5zu_001,"LPO, High wing spoiler, Body color",LPO Exterior,Spoiler,WKQ,5ZU,opt_5zu_001<->opt_wkq_001,false,false,LPO Exterior -> Spoiler,availability_or_variant_behavior,medium,Availability-style signal from sections/status/detail: LPO Exterior -> Spoiler; status available -> available.,model_as_availability_rule,Likely availability or variant constraint; direct migration design not decided here.
legacy_rel_0207,rule_opt_wkq_001_excludes_opt_5zw_001,opt_wkq_001,"LPO, Premium indoor car cover",opt_5zw_001,,LPO Exterior,,WKQ,opt_5zw_001,opt_5zw_001<->opt_wkq_001,false,false,LPO Exterior -> (unknown),unclear_needs_research,low,Missing production choice metadata for opt_5zw_001.,manual_research,Rule-only or structured option references need more context before assigning a concrete rule model.
legacy_rel_0208,rule_opt_wkq_001_excludes_opt_5zz_001,opt_wkq_001,"LPO, Premium indoor car cover",opt_5zz_001,"LPO, High wing spoiler",LPO Exterior,Spoiler,WKQ,5ZZ,opt_5zz_001<->opt_wkq_001,false,false,LPO Exterior -> Spoiler,true_pairwise_conflict,medium,No better model was detected from current metadata. Sections LPO Exterior -> Spoiler; selection modes multi_select_opt -> multi_select_opt.,add_pairwise_excludes_table,No better model was detected from current metadata; may require a direct exclusion rule. This is not an approved migration.
