relationship_key,legacy_surface,legacy_index,legacy_id,relationship_type,source_id,target_id,group_id,source_label,target_label,legacy_detail,coverage_status,coverage_confidence,covering_file,covering_row_id,coverage_note
legacy_rel_0146,rules,145,rule_opt_pdv_001_excludes_opt_dzx_001,excludes,opt_pdv_001,opt_dzx_001,,"LPO, Stingray R Appearance Package",Carbon Flash/Edge Red Stinger Stripe,"Blocked by PDV LPO, Stingray R Appearance Package.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0147,rules,146,rule_opt_pdv_001_includes_opt_sb7_001,includes,opt_pdv_001,opt_sb7_001,,"LPO, Stingray R Appearance Package","LPO, Corvette Racing Themed Graphics Package with Jake and Stingray R logos","Included with PDV LPO, Stingray R Appearance Package.",not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0148,rules,147,rule_opt_pdv_001_includes_opt_vwd_001,includes,opt_pdv_001,opt_vwd_001,,"LPO, Stingray R Appearance Package","LPO, Stingray R logo wheel center caps","Included with PDV LPO, Stingray R Appearance Package.",not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0149,rules,148,rule_opt_pdy_001_includes_opt_ryt_001,includes,opt_pdy_001,opt_ryt_001,,"LPO, Roadside Safety Package","LPO, First Aid Kit","Included with PDY LPO, Roadside Safety Package.",covered_in_csv,exact,data/stingray/logic/auto_adds.csv,aa_pdy_ryt,Direct selectable source/target auto-add match.
legacy_rel_0150,rules,149,rule_opt_pdy_001_includes_opt_s08_001,includes,opt_pdy_001,opt_s08_001,,"LPO, Roadside Safety Package","LPO, Highway Safety Kit","Included with PDY LPO, Roadside Safety Package.",covered_in_csv,exact,data/stingray/logic/auto_adds.csv,aa_pdy_s08,Direct selectable source/target auto-add match.
legacy_rel_0151,rules,150,rule_opt_pef_001_includes_opt_cav_001,includes,opt_pef_001,opt_cav_001,,"LPO, Contoured Liner Protection Package","LPO, Contoured cargo area liners with Jake logo","Included with PEF LPO, Contoured Liner Protection Package.",covered_in_csv,exact,data/stingray/logic/auto_adds.csv,aa_pef_cav,Direct selectable source/target auto-add match.
legacy_rel_0152,rules,151,rule_opt_pef_001_includes_opt_ria_001,includes,opt_pef_001,opt_ria_001,,"LPO, Contoured Liner Protection Package","LPO, All-weather floor liners with Jake logo","Included with PEF LPO, Contoured Liner Protection Package.",covered_in_csv,exact,data/stingray/logic/auto_adds.csv,aa_pef_ria,Direct selectable source/target auto-add match.
legacy_rel_0153,rules,152,rule_opt_r88_001_excludes_opt_dpb_001,excludes,opt_r88_001,opt_dpb_001,,"LPO, Illuminated crossed flags emblem",Carbon Flash with Blue accent Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0154,rules,153,rule_opt_r88_001_excludes_opt_dpc_001,excludes,opt_r88_001,opt_dpc_001,,"LPO, Illuminated crossed flags emblem",Carbon Flash with Yellow accent Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0155,rules,154,rule_opt_r88_001_excludes_opt_dpg_001,excludes,opt_r88_001,opt_dpg_001,,"LPO, Illuminated crossed flags emblem",Carbon Flash with Orange accent Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0156,rules,155,rule_opt_r88_001_excludes_opt_dpl_001,excludes,opt_r88_001,opt_dpl_001,,"LPO, Illuminated crossed flags emblem",Carbon Flash with Red accent Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0157,rules,156,rule_opt_r88_001_excludes_opt_dpt_001,excludes,opt_r88_001,opt_dpt_001,,"LPO, Illuminated crossed flags emblem",Carbon Flash with Silver accent Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0158,rules,157,rule_opt_r88_001_excludes_opt_dsy_001,excludes,opt_r88_001,opt_dsy_001,,"LPO, Illuminated crossed flags emblem",Edge Orange Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0159,rules,158,rule_opt_r88_001_excludes_opt_dsz_001,excludes,opt_r88_001,opt_dsz_001,,"LPO, Illuminated crossed flags emblem",Edge Red Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0160,rules,159,rule_opt_r88_001_excludes_opt_dt0_001,excludes,opt_r88_001,opt_dt0_001,,"LPO, Illuminated crossed flags emblem",Competition Yellow Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0161,rules,160,rule_opt_r88_001_excludes_opt_dth_001,excludes,opt_r88_001,opt_dth_001,,"LPO, Illuminated crossed flags emblem",Carbon Flash Metallic Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0162,rules,161,rule_opt_r88_001_excludes_opt_dub_001,excludes,opt_r88_001,opt_dub_001,,"LPO, Illuminated crossed flags emblem",Sterling Silver Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0163,rules,162,rule_opt_r88_001_excludes_opt_due_001,excludes,opt_r88_001,opt_due_001,,"LPO, Illuminated crossed flags emblem",NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0164,rules,163,rule_opt_r88_001_excludes_opt_duk_001,excludes,opt_r88_001,opt_duk_001,,"LPO, Illuminated crossed flags emblem",Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0165,rules,164,rule_opt_r88_001_excludes_opt_duw_001,excludes,opt_r88_001,opt_duw_001,,"LPO, Illuminated crossed flags emblem",Edge Blue Full Length Dual Racing Stripes,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0166,rules,165,rule_opt_r88_001_excludes_opt_eyk_001,excludes,opt_r88_001,opt_eyk_001,,"LPO, Illuminated crossed flags emblem",Chrome Exterior Badge Package,"Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0167,rules,166,rule_opt_r88_001_excludes_opt_sfz_001,excludes,opt_r88_001,opt_sfz_001,,"LPO, Illuminated crossed flags emblem","LPO, Dark Stealth crossed flags emblem","Blocked by R88 LPO, Illuminated crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0168,rules,167,rule_opt_r8c_001_includes_opt_cfx_001,includes,opt_r8c_001,opt_cfx_001,,Corvette Museum Delivery,Plaque,Included with R8C Corvette Museum Delivery.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0169,rules,168,rule_opt_rik_001_excludes_opt_rin_001,excludes,opt_rik_001,opt_rin_001,,"LPO, Rear Corvette script badge in Torch Red","LPO, Rear Corvette script badge in Arctic White","Blocked by RIK LPO, Rear Corvette script badge in Torch Red.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0170,rules,169,rule_opt_rik_001_excludes_opt_sl8_001,excludes,opt_rik_001,opt_sl8_001,,"LPO, Rear Corvette script badge in Torch Red","LPO, Rear Corvette script badge in Edge Red","Blocked by RIK LPO, Rear Corvette script badge in Torch Red.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0171,rules,170,rule_opt_rin_001_excludes_opt_rik_001,excludes,opt_rin_001,opt_rik_001,,"LPO, Rear Corvette script badge in Arctic White","LPO, Rear Corvette script badge in Torch Red","Blocked by RIN LPO, Rear Corvette script badge in Arctic White.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0172,rules,171,rule_opt_rin_001_excludes_opt_sl8_001,excludes,opt_rin_001,opt_sl8_001,,"LPO, Rear Corvette script badge in Arctic White","LPO, Rear Corvette script badge in Edge Red","Blocked by RIN LPO, Rear Corvette script badge in Arctic White.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0173,rules,172,rule_opt_rnx_001_excludes_opt_5zu_001,excludes,opt_rnx_001,opt_5zu_001,,"LPO, Premium outdoor car cover","LPO, High wing spoiler, Body color","Blocked by RNX LPO, Premium outdoor car cover.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0174,rules,173,rule_opt_rnx_001_excludes_opt_5zw_001,excludes,opt_rnx_001,opt_5zw_001,,"LPO, Premium outdoor car cover",,"Blocked by RNX LPO, Premium outdoor car cover.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0175,rules,174,rule_opt_rnx_001_excludes_opt_5zz_001,excludes,opt_rnx_001,opt_5zz_001,,"LPO, Premium outdoor car cover","LPO, High wing spoiler","Blocked by RNX LPO, Premium outdoor car cover.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0176,rules,175,rule_opt_rnx_001_excludes_opt_z51_001,excludes,opt_rnx_001,opt_z51_001,,"LPO, Premium outdoor car cover",Z51 Performance Package,"Blocked by RNX LPO, Premium outdoor car cover.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0177,rules,176,rule_opt_rwj_001_excludes_opt_z51_001,excludes,opt_rwj_001,opt_z51_001,,"LPO, Premium outdoor car cover",Z51 Performance Package,"Blocked by RWJ LPO, Premium outdoor car cover.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0178,rules,177,rule_opt_ryq_001_excludes_opt_efy_001,excludes,opt_ryq_001,opt_efy_001,,,Body-color accents,"Blocked by RYQ LPO, Visible Carbon Fiber door intake trim.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0179,rules,178,rule_opt_rz9_001_excludes_opt_efy_001,excludes,opt_rz9_001,opt_efy_001,,"LPO, Visible Carbon Fiber grille insert",Body-color accents,"Blocked by RZ9 LPO, Visible Carbon Fiber grille insert.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0180,rules,179,rule_opt_s47_001_excludes_opt_spy_001,excludes,opt_s47_001,opt_spy_001,,"LPO, Chrome lug nuts","LPO, Black lug nuts","Blocked by S47 LPO, Chrome lug nuts.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0181,rules,180,rule_opt_sbt_001_excludes_opt_cc3_001,excludes,opt_sbt_001,opt_cc3_001,,"LPO, Dual roof",Roof panel,"Blocked by SBT LPO, Dual roof.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0182,rules,181,rule_opt_sbt_001_includes_opt_sc7_001,includes,opt_sbt_001,opt_sc7_001,,"LPO, Dual roof","LPO, Roof panel storage pouch","Included with SBT LPO, Dual roof.",covered_in_csv,exact,data/stingray/logic/auto_adds.csv,aa_sbt_sc7,Direct selectable source/target auto-add match.
legacy_rel_0183,rules,182,rule_opt_sfe_001_excludes_opt_spy_001,excludes,opt_sfe_001,opt_spy_001,,"LPO, Chrome wheel locks","LPO, Black lug nuts","Blocked by SFE LPO, Chrome wheel locks.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0184,rules,183,rule_opt_sfz_001_excludes_opt_dpb_001,excludes,opt_sfz_001,opt_dpb_001,,"LPO, Dark Stealth crossed flags emblem",Carbon Flash with Blue accent Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0185,rules,184,rule_opt_sfz_001_excludes_opt_dpc_001,excludes,opt_sfz_001,opt_dpc_001,,"LPO, Dark Stealth crossed flags emblem",Carbon Flash with Yellow accent Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0186,rules,185,rule_opt_sfz_001_excludes_opt_dpg_001,excludes,opt_sfz_001,opt_dpg_001,,"LPO, Dark Stealth crossed flags emblem",Carbon Flash with Orange accent Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0187,rules,186,rule_opt_sfz_001_excludes_opt_dpl_001,excludes,opt_sfz_001,opt_dpl_001,,"LPO, Dark Stealth crossed flags emblem",Carbon Flash with Red accent Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0188,rules,187,rule_opt_sfz_001_excludes_opt_dpt_001,excludes,opt_sfz_001,opt_dpt_001,,"LPO, Dark Stealth crossed flags emblem",Carbon Flash with Silver accent Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0189,rules,188,rule_opt_sfz_001_excludes_opt_dsy_001,excludes,opt_sfz_001,opt_dsy_001,,"LPO, Dark Stealth crossed flags emblem",Edge Orange Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0190,rules,189,rule_opt_sfz_001_excludes_opt_dsz_001,excludes,opt_sfz_001,opt_dsz_001,,"LPO, Dark Stealth crossed flags emblem",Edge Red Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0191,rules,190,rule_opt_sfz_001_excludes_opt_dt0_001,excludes,opt_sfz_001,opt_dt0_001,,"LPO, Dark Stealth crossed flags emblem",Competition Yellow Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0192,rules,191,rule_opt_sfz_001_excludes_opt_dth_001,excludes,opt_sfz_001,opt_dth_001,,"LPO, Dark Stealth crossed flags emblem",Carbon Flash Metallic Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0193,rules,192,rule_opt_sfz_001_excludes_opt_dub_001,excludes,opt_sfz_001,opt_dub_001,,"LPO, Dark Stealth crossed flags emblem",Sterling Silver Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0194,rules,193,rule_opt_sfz_001_excludes_opt_due_001,excludes,opt_sfz_001,opt_due_001,,"LPO, Dark Stealth crossed flags emblem",NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0195,rules,194,rule_opt_sfz_001_excludes_opt_duk_001,excludes,opt_sfz_001,opt_duk_001,,"LPO, Dark Stealth crossed flags emblem",Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0196,rules,195,rule_opt_sfz_001_excludes_opt_duw_001,excludes,opt_sfz_001,opt_duw_001,,"LPO, Dark Stealth crossed flags emblem",Edge Blue Full Length Dual Racing Stripes,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0197,rules,196,rule_opt_sfz_001_excludes_opt_eyk_001,excludes,opt_sfz_001,opt_eyk_001,,"LPO, Dark Stealth crossed flags emblem",Chrome Exterior Badge Package,"Blocked by SFZ LPO, Dark Stealth crossed flags emblem.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0198,rules,197,rule_opt_sht_001_excludes_opt_pdv_001,excludes,opt_sht_001,opt_pdv_001,,"LPO, Jake hood graphic with Tech Bronze accent","LPO, Stingray R Appearance Package","Blocked by SHT LPO, Jake hood graphic with Tech Bronze accent.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0199,rules,198,rule_opt_sl8_001_excludes_opt_rik_001,excludes,opt_sl8_001,opt_rik_001,,"LPO, Rear Corvette script badge in Edge Red","LPO, Rear Corvette script badge in Torch Red","Blocked by SL8 LPO, Rear Corvette script badge in Edge Red.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0200,rules,199,rule_opt_sl8_001_excludes_opt_rin_001,excludes,opt_sl8_001,opt_rin_001,,"LPO, Rear Corvette script badge in Edge Red","LPO, Rear Corvette script badge in Arctic White","Blocked by SL8 LPO, Rear Corvette script badge in Edge Red.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0201,rules,200,rule_opt_spy_001_excludes_opt_s47_001,excludes,opt_spy_001,opt_s47_001,,"LPO, Black lug nuts","LPO, Chrome lug nuts","Blocked by SPY LPO, Black lug nuts.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0202,rules,201,rule_opt_spz_001_requires_opt_spy_001,requires,opt_spz_001,opt_spy_001,,"LPO, Black wheel locks","LPO, Black lug nuts","Requires SPY LPO, Black lug nuts.",not_found_in_csv,none,,,"Requires relationships have an apparent home in dependency_rules.csv, but no matching row was found."
legacy_rel_0203,rules,202,rule_opt_sti_001_excludes_opt_5v7_001,excludes,opt_sti_001,opt_5v7_001,,"LPO, Composite rocker extensions","LPO, Black Ground Effects","Blocked by STI LPO, Composite rocker extensions.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0204,rules,203,rule_opt_sti_001_excludes_opt_5vm_001,excludes,opt_sti_001,opt_5vm_001,,"LPO, Composite rocker extensions",,"Blocked by STI LPO, Composite rocker extensions.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0205,rules,204,rule_opt_sti_001_excludes_opt_5w8_001,excludes,opt_sti_001,opt_5w8_001,,"LPO, Composite rocker extensions",,"Blocked by STI LPO, Composite rocker extensions.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0206,rules,205,rule_opt_wkq_001_excludes_opt_5zu_001,excludes,opt_wkq_001,opt_5zu_001,,"LPO, Premium indoor car cover","LPO, High wing spoiler, Body color","Blocked by WKQ LPO, Premium indoor car cover.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0207,rules,206,rule_opt_wkq_001_excludes_opt_5zw_001,excludes,opt_wkq_001,opt_5zw_001,,"LPO, Premium indoor car cover",,"Blocked by WKQ LPO, Premium indoor car cover.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0208,rules,207,rule_opt_wkq_001_excludes_opt_5zz_001,excludes,opt_wkq_001,opt_5zz_001,,"LPO, Premium indoor car cover","LPO, High wing spoiler","Blocked by WKQ LPO, Premium indoor car cover.",needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0209,rules,208,rule_opt_z51_001_includes_opt_fe3_001,includes,opt_z51_001,opt_fe3_001,,Z51 Performance Package,Z51 performance suspension,Included with Z51 Z51 Performance Package.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0210,rules,209,rule_opt_z51_001_includes_opt_g0k_001,includes,opt_z51_001,opt_g0k_001,,Z51 Performance Package,Rear axle,Included with Z51 Z51 Performance Package.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0211,rules,210,rule_opt_z51_001_includes_opt_g96_001,includes,opt_z51_001,opt_g96_001,,Z51 Performance Package,Differential,Included with Z51 Z51 Performance Package.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0212,rules,211,rule_opt_z51_001_includes_opt_j55_001,includes,opt_z51_001,opt_j55_001,,Z51 Performance Package,Brakes,Included with Z51 Z51 Performance Package.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0213,rules,212,rule_opt_z51_001_includes_opt_m1n_001,includes,opt_z51_001,opt_m1n_001,,Z51 Performance Package,NEW! Transmission,Included with Z51 Z51 Performance Package.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0214,rules,213,rule_opt_z51_001_includes_opt_qtu_001,includes,opt_z51_001,opt_qtu_001,,Z51 Performance Package,NEW! Tires,Included with Z51 Z51 Performance Package.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0215,rules,214,rule_opt_z51_001_includes_opt_t0a_001,includes,opt_z51_001,opt_t0a_001,,Z51 Performance Package,Z51 Spoiler,Included with Z51 Z51 Performance Package.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0216,rules,215,rule_opt_z51_001_includes_opt_v08_001,includes,opt_z51_001,opt_v08_001,,Z51 Performance Package,Cooling system,Included with Z51 Z51 Performance Package.,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0217,rules,216,rule_opt_zyc_001_excludes_opt_gba_001,excludes,opt_zyc_001,opt_gba_001,,Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped),Black,Blocked by ZYC Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped).,needs_schema_mapping,schema_gap,,,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes."
legacy_rel_0218,rules,217,rule_opt_zyc_001_includes_opt_drg_001,includes,opt_zyc_001,opt_drg_001,,Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped),Carbon Flash painted mirrors,Included with ZYC Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped).,not_found_in_csv,none,,,No direct selectable source/target auto-add row found.
legacy_rel_0219,rules,218,rule_opt_zz3_001_includes_opt_bc7_002,includes,opt_zz3_001,opt_bc7_001,,Convertible Engine Appearance Package,Black LS6 engine cover,Included with ZZ3 Convertible Engine Appearance Package.,covered_in_csv,exact,data/stingray/logic/auto_adds.csv,aa_zz3_bc7,Direct selectable source/target auto-add match.
legacy_rel_0220,rules,219,rule_opt_zz3_001_includes_opt_sl9_001,includes,opt_zz3_001,opt_sl9_001,,Convertible Engine Appearance Package,"LPO, Engine specification plaque",Included with ZZ3 Convertible Engine Appearance Package.,covered_in_csv,exact,data/stingray/logic/auto_adds.csv,aa_zz3_sl9,Direct selectable source/target auto-add match.
