source_sheet,source_row,guide_family,model_key,model_key_confidence,section_family,orderable_rpo,ref_rpo,description,variant_id,body_code,body_style,trim_level,raw_status,status_symbol,footnote_refs,canonical_status,source_detail_raw
Exterior 1,57,corvette,stingray,high,exterior,5ZD,,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",stingray_3lt_c07,1YC07,coupe,3LT,A/D,A/D,,available,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory"
Exterior 1,57,corvette,stingray,high,exterior,5ZD,,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",stingray_1lt_c67,1YC67,convertible,1LT,A/D,A/D,,available,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory"
Exterior 1,57,corvette,stingray,high,exterior,5ZD,,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",stingray_2lt_c67,1YC67,convertible,2LT,A/D,A/D,,available,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory"
Exterior 1,57,corvette,stingray,high,exterior,5ZD,,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",stingray_3lt_c67,1YC67,convertible,3LT,A/D,A/D,,available,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory"
Exterior 1,58,corvette,stingray,high,exterior,5ZC,,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",stingray_1lt_c07,1YC07,coupe,1LT,A/D,A/D,,available,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory"
Exterior 1,58,corvette,stingray,high,exterior,5ZC,,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",stingray_2lt_c07,1YC07,coupe,2LT,A/D,A/D,,available,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory"
Exterior 1,58,corvette,stingray,high,exterior,5ZC,,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",stingray_3lt_c07,1YC07,coupe,3LT,A/D,A/D,,available,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory"
Exterior 1,58,corvette,stingray,high,exterior,5ZC,,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",stingray_1lt_c67,1YC67,convertible,1LT,A/D,A/D,,available,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory"
Exterior 1,58,corvette,stingray,high,exterior,5ZC,,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",stingray_2lt_c67,1YC67,convertible,2LT,A/D,A/D,,available,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory"
Exterior 1,58,corvette,stingray,high,exterior,5ZC,,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",stingray_3lt_c67,1YC67,convertible,3LT,A/D,A/D,,available,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory"
Exterior 1,59,corvette,stingray,high,exterior,RXJ,,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory",stingray_1lt_c07,1YC07,coupe,1LT,A/D,A/D,,available,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory"
Exterior 1,59,corvette,stingray,high,exterior,RXJ,,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory",stingray_2lt_c07,1YC07,coupe,2LT,A/D,A/D,,available,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory"
Exterior 1,59,corvette,stingray,high,exterior,RXJ,,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory",stingray_3lt_c07,1YC07,coupe,3LT,A/D,A/D,,available,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory"
Exterior 1,59,corvette,stingray,high,exterior,RXJ,,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory",stingray_1lt_c67,1YC67,convertible,1LT,A/D,A/D,,available,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory"
Exterior 1,59,corvette,stingray,high,exterior,RXJ,,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory",stingray_2lt_c67,1YC67,convertible,2LT,A/D,A/D,,available,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory"
Exterior 1,59,corvette,stingray,high,exterior,RXJ,,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory",stingray_3lt_c67,1YC67,convertible,3LT,A/D,A/D,,available,"LPO, Black wheel center caps with Gray Stingray logo, Genuine Corvette Accessory"
Exterior 1,60,corvette,stingray,high,exterior,RXH,,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory",stingray_1lt_c07,1YC07,coupe,1LT,A/D,A/D,,available,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory"
Exterior 1,60,corvette,stingray,high,exterior,RXH,,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory",stingray_2lt_c07,1YC07,coupe,2LT,A/D,A/D,,available,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory"
Exterior 1,60,corvette,stingray,high,exterior,RXH,,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory",stingray_3lt_c07,1YC07,coupe,3LT,A/D,A/D,,available,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory"
Exterior 1,60,corvette,stingray,high,exterior,RXH,,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory",stingray_1lt_c67,1YC67,convertible,1LT,A/D,A/D,,available,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory"
Exterior 1,60,corvette,stingray,high,exterior,RXH,,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory",stingray_2lt_c67,1YC67,convertible,2LT,A/D,A/D,,available,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory"
Exterior 1,60,corvette,stingray,high,exterior,RXH,,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory",stingray_3lt_c67,1YC67,convertible,3LT,A/D,A/D,,available,"LPO, Silver wheel center caps with Stingray logo and Red outline, Genuine Corvette Accessory"
Exterior 1,61,corvette,stingray,high,exterior,VWD,,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO.",stingray_1lt_c07,1YC07,coupe,1LT,A/D1,A/D,1,available,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO."
Exterior 1,61,corvette,stingray,high,exterior,VWD,,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO.",stingray_2lt_c07,1YC07,coupe,2LT,A/D1,A/D,1,available,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO."
Exterior 1,61,corvette,stingray,high,exterior,VWD,,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO.",stingray_3lt_c07,1YC07,coupe,3LT,A/D1,A/D,1,available,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO."
Exterior 1,61,corvette,stingray,high,exterior,VWD,,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO.",stingray_1lt_c67,1YC67,convertible,1LT,A/D1,A/D,1,available,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO."
Exterior 1,61,corvette,stingray,high,exterior,VWD,,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO.",stingray_2lt_c67,1YC67,convertible,2LT,A/D1,A/D,1,available,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO."
Exterior 1,61,corvette,stingray,high,exterior,VWD,,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO.",stingray_3lt_c67,1YC67,convertible,3LT,A/D1,A/D,1,available,"LPO, Stingray R logo wheel center caps. Genuine Corvette Accessory
1. Included with (PDV) Stingray R Appearance Package, LPO."
Exterior 1,62,corvette,stingray,high,exterior,SPZ,,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",stingray_1lt_c07,1YC07,coupe,1LT,A/D1,A/D,1,available,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO."
Exterior 1,62,corvette,stingray,high,exterior,SPZ,,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",stingray_2lt_c07,1YC07,coupe,2LT,A/D1,A/D,1,available,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO."
Exterior 1,62,corvette,stingray,high,exterior,SPZ,,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",stingray_3lt_c07,1YC07,coupe,3LT,A/D1,A/D,1,available,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO."
Exterior 1,62,corvette,stingray,high,exterior,SPZ,,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",stingray_1lt_c67,1YC67,convertible,1LT,A/D1,A/D,1,available,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO."
Exterior 1,62,corvette,stingray,high,exterior,SPZ,,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",stingray_2lt_c67,1YC67,convertible,2LT,A/D1,A/D,1,available,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO."
Exterior 1,62,corvette,stingray,high,exterior,SPZ,,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",stingray_3lt_c67,1YC67,convertible,3LT,A/D1,A/D,1,available,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO."
Exterior 1,63,corvette,stingray,high,exterior,SFE,,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_1lt_c07,1YC07,coupe,1LT,A/D1,A/D,1,available,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,63,corvette,stingray,high,exterior,SFE,,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_2lt_c07,1YC07,coupe,2LT,A/D1,A/D,1,available,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,63,corvette,stingray,high,exterior,SFE,,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_3lt_c07,1YC07,coupe,3LT,A/D1,A/D,1,available,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,63,corvette,stingray,high,exterior,SFE,,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_1lt_c67,1YC67,convertible,1LT,A/D1,A/D,1,available,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,63,corvette,stingray,high,exterior,SFE,,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_2lt_c67,1YC67,convertible,2LT,A/D1,A/D,1,available,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,63,corvette,stingray,high,exterior,SFE,,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_3lt_c67,1YC67,convertible,3LT,A/D1,A/D,1,available,"LPO, Chrome wheel locks, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,64,corvette,stingray,high,exterior,SPY,,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO.",stingray_1lt_c07,1YC07,coupe,1LT,A/D1,A/D,1,available,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO."
Exterior 1,64,corvette,stingray,high,exterior,SPY,,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO.",stingray_2lt_c07,1YC07,coupe,2LT,A/D1,A/D,1,available,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO."
Exterior 1,64,corvette,stingray,high,exterior,SPY,,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO.",stingray_3lt_c07,1YC07,coupe,3LT,A/D1,A/D,1,available,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO."
Exterior 1,64,corvette,stingray,high,exterior,SPY,,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO.",stingray_1lt_c67,1YC67,convertible,1LT,A/D1,A/D,1,available,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO."
Exterior 1,64,corvette,stingray,high,exterior,SPY,,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO.",stingray_2lt_c67,1YC67,convertible,2LT,A/D1,A/D,1,available,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO."
Exterior 1,64,corvette,stingray,high,exterior,SPY,,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO.",stingray_3lt_c67,1YC67,convertible,3LT,A/D1,A/D,1,available,"LPO, Black lug nuts, Genuine Corvette Accessory
1. Not available with (S47) Chrome lug nuts, LPO."
Exterior 1,65,corvette,stingray,high,exterior,S47,,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_1lt_c07,1YC07,coupe,1LT,A/D1,A/D,1,available,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,65,corvette,stingray,high,exterior,S47,,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_2lt_c07,1YC07,coupe,2LT,A/D1,A/D,1,available,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,65,corvette,stingray,high,exterior,S47,,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_3lt_c07,1YC07,coupe,3LT,A/D1,A/D,1,available,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,65,corvette,stingray,high,exterior,S47,,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_1lt_c67,1YC67,convertible,1LT,A/D1,A/D,1,available,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,65,corvette,stingray,high,exterior,S47,,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_2lt_c67,1YC67,convertible,2LT,A/D1,A/D,1,available,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,65,corvette,stingray,high,exterior,S47,,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO.",stingray_3lt_c67,1YC67,convertible,3LT,A/D1,A/D,1,available,"LPO, Chrome lug nuts, Genuine Corvette Accessory
1. Not available with (SPY) Black lug nuts, LPO."
Exterior 1,66,corvette,stingray,high,exterior,5DO,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47.",stingray_1lt_c07,1YC07,coupe,1LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47."
Exterior 1,66,corvette,stingray,high,exterior,5DO,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47.",stingray_2lt_c07,1YC07,coupe,2LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47."
Exterior 1,66,corvette,stingray,high,exterior,5DO,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47.",stingray_3lt_c07,1YC07,coupe,3LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47."
Exterior 1,66,corvette,stingray,high,exterior,5DO,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47.",stingray_1lt_c67,1YC67,convertible,1LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47."
Exterior 1,66,corvette,stingray,high,exterior,5DO,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47.",stingray_2lt_c67,1YC67,convertible,2LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47."
Exterior 1,66,corvette,stingray,high,exterior,5DO,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47.",stingray_3lt_c67,1YC67,convertible,3LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 15-spoke bright polished aluminum wheels. Includes Chrome lug nuts and Chrome wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47."
Exterior 1,67,corvette,stingray,high,exterior,5DG,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO.",stingray_1lt_c07,1YC07,coupe,1LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO."
Exterior 1,67,corvette,stingray,high,exterior,5DG,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO.",stingray_2lt_c07,1YC07,coupe,2LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO."
Exterior 1,67,corvette,stingray,high,exterior,5DG,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO.",stingray_3lt_c07,1YC07,coupe,3LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO."
Exterior 1,67,corvette,stingray,high,exterior,5DG,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO.",stingray_1lt_c67,1YC67,convertible,1LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO."
Exterior 1,67,corvette,stingray,high,exterior,5DG,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO.",stingray_2lt_c67,1YC67,convertible,2LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO."
Exterior 1,67,corvette,stingray,high,exterior,5DG,,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO.",stingray_3lt_c67,1YC67,convertible,3LT,A/D1,A/D,1,available,"LPO, 19"" x 8.5"" (48.3 cm x 21.6 cm) front and 20"" x 11"" (50.8 cm x 25.4 cm) rear 20-spoke Tech Bronze aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory
1. Not available with R8C, SPZ, SFE, SPY, S47. Included with (PCX) Tech Bronze Accent Package, LPO."
