source_sheet,source_row,guide_family,model_key,model_key_confidence,price_block_label,raw_values,notes
Price Schedule,192,corvette,,,raw_price_schedule_row,"["""",""ZYC"",""Carbon Flash Metallic Painted Outside Mirrors"",""Includes spoiler as well when the vehicle is equipped with painted spoiler"",""295"",""0"",""295"",""268.45"",""259.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,193,corvette,,,raw_price_schedule_row,"["""",""ZZ3"",""Convertible Engine Appearance Package"","""",""1195"",""0"",""1195"",""1087.45"",""1051.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,194,corvette,,,raw_price_schedule_row,"["""",""Front License Plate Bracket:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,195,corvette,,,raw_price_schedule_row,"["""",""VK3"",""Front License Plate Bracket"",""&R7E"",""40"",""0"",""40"",""36.4"",""35.2"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,196,corvette,,,raw_price_schedule_row,"["""",""Gas Guzzler Tax"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,197,corvette,,,raw_price_schedule_row,"["""",""R8E"",""Gas Guzzler Tax"",""TBD"",""0"",""0"",""0"",""0"",""0"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,198,corvette,,,raw_price_schedule_row,"["""",""Interior Trim:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,199,corvette,,,raw_price_schedule_row,"["""",""36S"",""Yellow Custom Leather Stitch"",""Requires Jet Black Interior"",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,200,corvette,,,raw_price_schedule_row,"["""",""379"",""Orange Seat Belts"",""Std with HUW/HUX Habanero Interiors"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,201,corvette,,,raw_price_schedule_row,"["""",""37S"",""Custom Blue Leather Stitching"",""requires Jet Black Interior"",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,202,corvette,,,raw_price_schedule_row,"["""",""38S"",""Adrenaline Red Custom Leather Stitch"",""requires Jet Black or Adrenaline Red/Jack Black Interior"",""495"",""0"",""495"",""450.45"",""435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,203,corvette,,,raw_price_schedule_row,"["""",""3A9"",""Santorini Blue Seat Belts"",""Std with HT8 and HAG Interior"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,204,corvette,,,raw_price_schedule_row,"["""",""3F9"",""Torch Red Seat Belts"",""Std with HNK Interior"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,205,corvette,,,raw_price_schedule_row,"["""",""3M9"",""Yellow Seat Belts"","""",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,206,corvette,,,raw_price_schedule_row,"["""",""3N9"",""Tan Seat Belts"",""Std with HZN and HUF"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,207,corvette,,,raw_price_schedule_row,"["""",""BAZ"",""Stealth Interior Trim Package; Dark finish aluminum trim"",""2LT/LZ or 3LT/3LZ"",""695"",""0"",""695"",""632.45"",""611.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,208,corvette,,,raw_price_schedule_row,"["""",""DY0"",""Carbon Fiber Display hood"",""located above Driver Information Center Display, 3LZ; Std on ZR1/ZR1X"",""795"",""0"",""795"",""723.45"",""699.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,209,corvette,,,raw_price_schedule_row,"["""",""FA5"",""Carbon Fiber Cluster-Surround and Console, Door Switch Plates"",""2LT/LZ or 3LT/LZ"",""1795"",""0"",""1795"",""1633.45"",""1579.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,210,corvette,,,raw_price_schedule_row,"["""",""FA6"",""Carbon fiber instrument panel trim, Cluster -surround and Console/door inserts"",""3LZ only"",""5295"",""0"",""5295"",""4818.45"",""4659.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,211,corvette,,,raw_price_schedule_row,"["""",""N26"",""Sueded Microfiber-Wrapped Steering Wheel"",""N/A on 3LZ"",""695"",""0"",""695"",""632.45"",""611.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,212,corvette,,,raw_price_schedule_row,"["""",""N2Z"",""Carbon fiber and sueded microfiber-wrapped Steering Wheel"",""3LZ only"",""895"",""0"",""895"",""814.45"",""787.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,213,corvette,,,raw_price_schedule_row,"["""",""TU7"",""Two-Tone Seats"",""2LT/LZ or 3LT/LZ"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,214,corvette,,,raw_price_schedule_row,"["""",""Paint:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,215,corvette,,,raw_price_schedule_row,"["""",""G26"",""Sebring Orange Tintcoat"","""",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,216,corvette,,,raw_price_schedule_row,"["""",""G4Z"",""Roswell Green Metallic"","""",""500"",""0"",""500"",""455"",""440"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,217,corvette,,,raw_price_schedule_row,"["""",""GBK"",""Competition Yellow Tintcoat"","""",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,218,corvette,,,raw_price_schedule_row,"["""",""GPH"",""Red Mist Metallic Tintcoat"","""",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,219,corvette,,,raw_price_schedule_row,"["""",""GTR"",""Admiral Blue Metallic"","""",""500"",""0"",""500"",""455"",""440"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,220,corvette,,,raw_price_schedule_row,"["""",""Performance Package:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,221,corvette,,,raw_price_schedule_row,"["""",""FEB"",""Z52 Sport Performance Package"",""Grand Sport only"",""3500"",""0"",""3500"",""3185"",""3080"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,222,corvette,,,raw_price_schedule_row,"["""",""FEY"",""Z52 Track Performance Package"",""Grand Sport Only"",""20695"",""0"",""20695"",""18832.45"",""18211.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,223,corvette,,,raw_price_schedule_row,"["""",""Z07"",""Z06 Ultimate Performance Package"",""Requires T0F or T0G"",""9500"",""0"",""9500"",""8645"",""8360"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,224,corvette,,,raw_price_schedule_row,"["""",""Z25"",""Grand Sport Launch Edition"",""Grand Sport /Grand Sport X 3LT only"",""1995"",""0"",""1995"",""1815.45"",""1755.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,225,corvette,,,raw_price_schedule_row,"["""",""Z51"",""Z51 Performance Package"",""Stingray"",""5395"",""0"",""5395"",""4909.45"",""4747.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,226,corvette,,,raw_price_schedule_row,"["""",""ZER"",""Performance Package"",""Grand Sport X"",""500"",""0"",""500"",""455"",""440"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,227,corvette,,,raw_price_schedule_row,"["""",""ZTK"",""Track Performance Package"",""ZR1X only; requires TOM"",""1500"",""0"",""1500"",""1365"",""1320"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,228,corvette,,,raw_price_schedule_row,"["""",""ZTK"",""ZTK Performance Package"",""ZR1 only; requires TOM; Includes J59 Ceramic Brakes"",""5995"",""0"",""5995"",""5455.45"",""5275.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,229,corvette,,,raw_price_schedule_row,"["""",""Roof Panels:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,230,corvette,,,raw_price_schedule_row,"["""",""C2Z"",""Visible Carbon Fiber Removable Roof Panel with Body Color Surround"",""Coupe Only"",""2595"",""0"",""2595"",""2361.45"",""2283.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,231,corvette,,,raw_price_schedule_row,"["""",""CC3"",""Transparent Removable Roof Panel"",""Coupe Only"",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,232,corvette,,,raw_price_schedule_row,"["""",""CF8"",""Roof panel, electrochromic dimming, removable"",""2LT/2LZ/3LT/3LZ Coupes"",""3500"",""0"",""3500"",""3185"",""3080"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,233,corvette,,,raw_price_schedule_row,"["""",""Seats:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,234,corvette,,,raw_price_schedule_row,"["""",""AE4"",""Competition Sport Bucket Seats"",""3LT/LZ Only"",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,235,corvette,,,raw_price_schedule_row,"["""",""AE4"",""Competition Sport Bucket Seats"",""1LT/LZ Only"",""1095"",""0"",""1095"",""996.45"",""963.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,236,corvette,,,raw_price_schedule_row,"["""",""AE4"",""Competition Sport Bucket Seats"",""2LT/LZ Only"",""2095"",""0"",""2095"",""1906.45"",""1843.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,237,corvette,,,raw_price_schedule_row,"["""",""AH2"",""GT2 Bucket Seats"",""2LT/LZ Only; Std on 3LT/LZ"",""1695"",""0"",""1695"",""1542.45"",""1491.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,238,corvette,,,raw_price_schedule_row,"["""",""AUP"",""Seats, mixed, driver Competition Sport Bucket, passenger GT2 Bucket"",""Requires HVZ; Asymmetrical Adrenaline Red/Jet Black Interior"",""350"",""0"",""350"",""318.5"",""308"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,239,corvette,,,raw_price_schedule_row,"["""",""Stripe Packages:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,240,corvette,,,raw_price_schedule_row,"["""",""DMU"",""Carbon Flash Grand Sport Heritage Center Stripe"",""Grand Sport/Grand Sport X; requires Z15"",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,241,corvette,,,raw_price_schedule_row,"["""",""DMV"",""Blade Silver Grand Sport Heritage Center Stripe"",""Grand Sport/Grand Sport X; requires Z15"",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,242,corvette,,,raw_price_schedule_row,"["""",""DMW"",""Arctic White Grand Sport Heritage Center Stripe"",""Grand Sport/Grand Sport X; requires Z15"",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,243,corvette,,,raw_price_schedule_row,"["""",""DMX"",""Admiral Blue Grand Sport Heritage Center Stripe"",""Grand Sport/Grand Sport X; requires Z15"",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,244,corvette,,,raw_price_schedule_row,"["""",""DMY"",""Red Mist Grand Sport Heritage Center Stripe"",""Grand Sport/Grand Sport X; requires Z15"",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,245,corvette,,,raw_price_schedule_row,"["""",""DPB"",""Carbon Flash with Blue Accent Full Length Dual Racing Stripes"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,246,corvette,,,raw_price_schedule_row,"["""",""DPC"",""Carbon Flash Yellow accent Full Length Dual Racing Stripes"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,247,corvette,,,raw_price_schedule_row,"["""",""DPG"",""Carbon Flash with Orange accent Full Length Dual Racing Stripes"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,248,corvette,,,raw_price_schedule_row,"["""",""DPL"",""Carbon Flash with Red accent Full Length Dual Racing Stripes"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,249,corvette,,,raw_price_schedule_row,"["""",""DPT"",""Carbon Flash with Silver accent Full Length Dual Racing Stripes"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,250,corvette,,,raw_price_schedule_row,"["""",""DSY"",""Orange Full Length Dual Racing Stripe Package"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,251,corvette,,,raw_price_schedule_row,"["""",""DSZ"",""Red Full Length Dual Racing Stripe Package"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,252,corvette,,,raw_price_schedule_row,"["""",""DT0"",""Yellow Full Length Dual Racing Stripe Package"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,253,corvette,,,raw_price_schedule_row,"["""",""DTB"",""Electric Blue Full Length Dual Racing Stripes"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,254,corvette,,,raw_price_schedule_row,"["""",""DTH"",""Carbon Flash Metallic Full Length Dual Racing Stripe Package"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,255,corvette,,,raw_price_schedule_row,"["""",""DUB"",""Sterling Silver Full Length Dual Racing Stripe Package"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,256,corvette,,,raw_price_schedule_row,"["""",""DUE"",""Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,257,corvette,,,raw_price_schedule_row,"["""",""DUK"",""Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,258,corvette,,,raw_price_schedule_row,"["""",""DUW"",""Edge Blue Full Length Dual Racing Stripe Package"","""",""1295"",""0"",""1295"",""1178.45"",""1139.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,259,corvette,,,raw_price_schedule_row,"["""",""DZU"",""Carbon Flash/Competition Yellow Stinger Stripe"","""",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,260,corvette,,,raw_price_schedule_row,"["""",""DZV"",""Carbon Flash/Midnight Silver Stinger Stripe"","""",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,261,corvette,,,raw_price_schedule_row,"["""",""DZX"",""Carbon Flash/Edge Red Stinger Stripe"","""",""595"",""0"",""595"",""541.45"",""523.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,262,corvette,,,raw_price_schedule_row,"["""",""Z15"",""Grand Sport Heritage Graphics"",""Grand Sport/Grand Sport X; choice of one of the following 17A/20A/55A/75A/97A/DX4"",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,263,corvette,,,raw_price_schedule_row,"["""",""Suspension Packages:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,264,corvette,,,raw_price_schedule_row,"["""",""FE2"",""Magnetic Selective Ride Control Suspension"",""Stingray; W/O Z51"",""1895"",""0"",""1895"",""1724.45"",""1667.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,265,corvette,,,raw_price_schedule_row,"["""",""FE4"",""Z51 Performance Suspension with Magnetic Ride Control"",""Stingray; Requires Z51"",""1895"",""0"",""1895"",""1724.45"",""1667.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,266,corvette,,,raw_price_schedule_row,"["""",""Wheels:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,267,corvette,,,raw_price_schedule_row,"["""",""Q99"",""20-spoke Bright Machined-faced Forged Aluminum Wheels"",""Stingray"",""1995"",""0"",""1995"",""1815.45"",""1755.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,268,corvette,,,raw_price_schedule_row,"["""",""Q9A"",""20-Spoke Midnight Gray Forged Aluminum with Red Stripe Wheels"",""Stingray"",""1495"",""0"",""1495"",""1360.45"",""1315.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,269,corvette,,,raw_price_schedule_row,"["""",""Q9I"",""20-Spoke Gloss Black Forged Aluminum Wheels"",""Stingray"",""1095"",""0"",""1095"",""996.45"",""963.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,270,corvette,,,raw_price_schedule_row,"["""",""Q9O"",""5-split-spoke Satin Graphite, Machined Edge, Forged Aluminum Wheels"",""Stingray"",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,271,corvette,,,raw_price_schedule_row,"["""",""QE6"",""10-spoke Gloss Black Forged Aluminum Wheels"",""Stingray"",""1095"",""0"",""1095"",""996.45"",""963.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,272,corvette,,,raw_price_schedule_row,"["""",""ROU"",""5-spoke Pearl Nickel Finish Forged Aluminum Wheels"",""Z06, Grand Sport, & Grand Sport X"",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,273,corvette,,,raw_price_schedule_row,"["""",""ROX"",""Carbon Flash with Machined Edge Forged Aluminum Wheels"",""Z06, Grand Sport, & Grand Sport X"",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,274,corvette,,,raw_price_schedule_row,"["""",""ROY"",""Carbon Flash - Painted Carbon Fiber Wheels"","""",""11995"",""0"",""11995"",""10915.45"",""10555.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,275,corvette,,,raw_price_schedule_row,"["""",""ROZ"",""Visible Carbon Fiber Wheels"","""",""13995"",""0"",""13995"",""12735.45"",""12315.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,276,corvette,,,raw_price_schedule_row,"["""",""SOA"",""Spider design, Black Forged Aluminum Wheels"",""Z06"",""1095"",""0"",""1095"",""996.45"",""963.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,277,corvette,,,raw_price_schedule_row,"["""",""SOF"",""20-Spoke, Edge Blue-painted forged aluminum wheels"",""ZR1/ZR1X Only"",""1495"",""0"",""1495"",""1360.45"",""1315.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,278,corvette,,,raw_price_schedule_row,"["""",""SOG"",""20-Spoke, Carbon Flash-painted forged aluminum wheels"",""ZR1/ZR1X Only"",""1995"",""0"",""1995"",""1815.45"",""1755.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,279,corvette,,,raw_price_schedule_row,"["""",""SOH"",""20-Spoke, Bright machined forged aluminum wheels"",""ZR1/ZR1X Only"",""1995"",""0"",""1995"",""1815.45"",""1755.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,280,corvette,,,raw_price_schedule_row,"["""",""SOM"",""5-Spoke Bright Polished Forged Aluminum Wheels"",""Z06, Grand Sport, & Grand Sport X"",""1495"",""0"",""1495"",""1360.45"",""1315.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,281,corvette,,,raw_price_schedule_row,"["""",""SON"",""5-Spoke Satin/Gloss Black Forged Aluminum Wheels"","""",""1095"",""0"",""1095"",""996.45"",""963.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
Price Schedule,282,corvette,,,raw_price_schedule_row,"["""",""SRK"",""10-spoke Pearl Nickel Aluminum Wheels"",""Z06"",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet."
